Calendar Date,Market ,Target,Tesla,Alphabet,Rsik-Free Rate:  Monthly units
12/29/17,0.012128953821957,0.0893155258764609,0.00809454427715717,0.0166285455089417,0.0075
1/31/18,0.050638448446989,0.1527969348659,0.137979765537177,0.122289728498196,0.01
2/28/18,-0.039481326937676,0.0110568884479259,-0.0317518557195676,-0.0662313275024953,0.00916666666666667
3/29/18,-0.018445344641805,-0.0792998276090704,-0.224246487494899,-0.0604935140227553,0.00916666666666667
4/30/18,0.0046918853186071,0.045657496759326,0.104347499342427,-0.017895366102937,0.0116666666666667
5/31/18,0.026164449751377,0.0125122323398186,-0.0312010888057163,0.0799348112077598,0.0116666666666667
6/29/18,0.0053650182671845,0.0443133488818768,0.204474414357461,0.0265363636363636,0.0116666666666667
7/31/18,0.031603567302227,0.0599054125065686,-0.130660446129173,0.0868144422107884,0.0133333333333333
8/31/18,0.030233021825552,0.0929265011312888,0.011806533843161,0.0037320121901534,0.0133333333333333
9/28/18,0.00042462884448469,0.00811428571428574,-0.122289995359013,-0.020068192888456,0.0125
10/31/18,-0.074045412242413,-0.0519215508445754,0.274011406126072,-0.0965139013155715,0.0158333333333333
11/30/18,0.018512152135372,-0.14363393914362,0.0390133997391202,0.0174861083093401,0.015
12/31/18,-0.089890033006668,-0.068630214205186,-0.0504451038575667,-0.0582976614247736,0.0166666666666667
1/31/19,0.08829391002655,0.104554395521259,-0.0774639423076923,0.0774479405910273,0.0175
2/28/19,0.03272420912981,0.00375667644695277,0.0418865220506808,0.000586202915027201,0.015
3/29/19,0.01296229287982,0.104900881057269,-0.125109416031012,0.0446851005281612,0.0158333333333333
4/30/19,0.037893265485764,-0.0353849987540493,-0.147109268920174,0.0187528146215874,0.0175
5/31/19,-0.061678562313318,0.0484698680930395,-0.22426578407139,-0.077116834589978,0.0175
6/28/19,0.067278861999512,0.0765692977004351,0.206848131345863,-0.0214188883868053,0.015
7/31/19,0.011854309588671,-0.00242466227918259,0.0812225901727379,0.125046176579239,0.0158333333333333
8/30/19,-0.020339325070381,0.248448887329982,-0.0662224245685196,-0.0227138400919389,0.0133333333333333
9/30/19,0.016032971441746,-0.00121449925261585,0.0676388457958423,0.025711237852049,0.015
10/31/19,0.019255936145783,0,0.307427242911114,0.0308400347216535,0.0133333333333333
11/29/19,0.034996524453163,0.176263291787801,0.0476946526101867,0.0359787098824278,0.01
12/31/19,0.028490675613284,0.025597952163827,0.267897193429108,0.0270686839098528,0.0116666666666667
1/31/20,-0.0017278748564422,-0.136260822088761,0.555159802070136,0.0697257706866559,0.0108333333333333
2/28/20,-0.077917985618115,-0.064683647558352,0.0267765190525231,-0.0652786889822583,0.01
3/31/20,-0.14173264801502,-0.097378640776699,-0.21555711911855,-0.132387530334142,0.0108333333333333
4/30/20,0.12967382371426,0.180380767989674,0.492137404580153,0.158999956968888,0
5/29/20,0.053738746792078,0.12069891474352,0.0679388141402772,0.0644687012697704,0.000833333333333333
6/30/20,0.02529907785356,-0.0196190631897327,0.293185628742515,-0.0107916178358167,0.000833333333333333
7/31/20,0.055528972297907,0.0496122738263987,0.325010881543975,0.0492930432636367,0.000833333333333333
8/31/20,0.068442188203335,0.207190019225935,0.741452095389863,0.0951510467421621,0.000833333333333333
9/30/20,-0.035055987536907,0.0410687123867468,-0.13908733344036,-0.100599559382153,0.000833333333333333
10/30/20,-0.020178308710456,-0.0330326515055266,-0.0954989394186616,0.102695141921397,0.000833333333333333
11/30/20,0.12370701134205,0.184330414929376,0.462735800432945,0.0855696703813478,0.000833333333333333
12/31/20,0.045048292726278,-0.0167102991143542,0.243252290345314,-0.00100319197446419,0.000833333333333333
1/29/21,-0.00063112704083324,0.0262844842236447,0.124505788824805,0.0426328281906152,0.000833333333333333
2/26/21,0.029196249321103,0.0161422406710765,-0.148740438294708,0.106465064355135,0
3/31/21,0.030573299154639,0.0797535979066726,-0.0112065136935603,0.0200849691628213,0
4/30/21,0.04819019138813,0.0463977381733731,0.0621472309972602,0.141079844074239,0
5/28/21,0.0070918621495366,0.0984632635505542,-0.118713351375733,0.00142341193966433,0
6/30/21,0.023421797901392,0.065309360126917,0.0871373276606635,0.0360396291660479,0
7/30/21,0.011827804148197,0.0798792090675933,0.0110342798293366,0.103506034507472,0
8/31/21,0.027146365493536,-0.050553946734391,0.070605355064028,0.0740091964090213,0
9/30/21,-0.042243398725987,-0.0737306664507248,0.0540422987005926,-0.0761692496414934,0
10/29/21,0.064650513231754,0.13485159767452,0.436529633259401,0.10749872826835,0
11/30/21,-0.018350491300225,-0.0576079858725856,0.0276122082585277,-0.0415310106318306,0
12/31/21,0.033341251313686,-0.0508530183727034,-0.0768545371955693,0.0208213675364259,0.000833333333333333
